Year,Country,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Athletes,Events_Count,Host_or_Not,Country_Code,population_total,population_growth,GNI_per_capita,GDP,GDP_growth,Region,GDP_per_capita,Population_Percentage,GDP_Percentage,HDI
2020,Namibia,1,0,1,0,11,10,0,NAM,2489098,1.720310624,4650,10583748542,-8.101400746,Sub-Saharan Africa,4252.04172,0.000319852,0.000125193,0.646
2020,Turkmenistan,1,0,1,0,8,5,0,TKM,6250438,1.483129015,0,45818000000,5.9,Europe and Central Asia,7330.366288,0.00080319,0.000541971,0.731
2020,Kazakhstan,8,0,0,8,92,73,0,KAZ,18755666,1.298635325,8710,1.71082E+11,-2.499999996,Europe and Central Asia,9121.636409,0.002410129,0.002023696,0.825
2020,Mexico,4,0,0,4,155,70,0,MEX,125998302,0.727243816,8960,1.12083E+12,-8.624555731,Latin America and Caribbean,8895.615216,0.016190954,0.013258079,0.779
2020,Finland,2,0,0,2,45,23,0,FIN,5529543,0.143641197,50030,2.71886E+11,-2.354965157,Europe and Central Asia,49169.71934,0.000710554,0.00321608,0.938
2020,Botswana,1,0,0,1,13,5,0,BOT,2546402,1.850985764,6130,14960291106,-8.728752526,Sub-Saharan Africa,5875.070435,0.000327216,0.000176962,0.735
2020,Burkina Faso,1,0,0,1,7,5,0,BFA,21522626,2.688787667,770,17725010531,2.010772624,Sub-Saharan Africa,823.5524109,0.002765687,0.000209665,0.452
2020,Côte d'Ivoire,1,0,0,1,29,9,0,CIV,26811790,2.508618203,2280,63027852805,0.699728593,Sub-Saharan Africa,2350.751397,0.003445352,0.000745543,0.53
2020,Ghana,1,0,0,1,14,6,0,GHA,32180401,2.066268801,2230,70043095504,0.513941671,Sub-Saharan Africa,2176.576218,0.004135226,0.000828524,0.611
2020,Grenada,1,0,0,1,6,2,0,GRD,123663,0.762219229,7890,1043411111,-13.75662226,Latin America and Caribbean,8437.536782,1.58909E-05,1.23423E-05,0.779
2020,Kuwait,1,0,0,1,10,4,0,KWT,4360444,-1.832820647,32790,1.07513E+11,-5.274020605,Middle East and North Africa,24656.43371,0.000560323,0.001271748,0.806
2020,Moldova,1,0,0,1,19,16,0,MDA,2635130,-1.098031659,4360,11530746234,-8.27597832,Europe and Central Asia,4375.778893,0.000338618,0.000136395,0.769
2020,Syria,1,0,0,1,6,4,0,SYR,20772595,3.300177355,780,11155888304,-0.182330467,Middle East and North Africa,537.0483709,0.002669307,0.000131961,0.561
2024,United States,126,40,44,42,619,270,0,USA,345426571,0.0057,76770,2.87811E+13,2.7,North America,85372.686,0.0432,0.263968523,0.927
2024,China,91,40,27,24,398,219,0,CHN,1419321278,-0.0023,12850,1.85326E+13,4.6,East Asia and Pacific,13136.482,0.1773,0.169973859,0.788
2024,Japan,45,20,12,13,431,181,0,JPN,123753041,-0.005,42440,4.11045E+12,0.9,East Asia and Pacific,33138.163,0.0155,0.037699413,0.92
2024,Australia,53,18,19,16,475,227,0,AUS,26713205,0.0099,60840,1.79035E+12,1.5,East Asia and Pacific,66589.055,0.0033,0.016420352,0.946
2024,France,64,16,26,22,601,251,1,FRA,66548530,0.0017,45290,3.13001E+12,0.7,Europe and Central Asia,47358.557,0.0083,0.02870723,0.91
2024,Netherlands,34,15,7,12,290,125,0,NED,18228742,0.0075,60230,1.14251E+12,0.6,Europe and Central Asia,63749.903,0.0023,0.01047867,0.946
2024,United Kingdom,65,14,22,29,343,185,0,GBR,69138192,0.0066,49240,3.49526E+12,0.5,Europe and Central Asia,51074.793,0.0086,0.032057129,0.94
2024,South Korea,32,13,9,10,147,99,0,KOR,51717590,-0.0006,36190,1.76095E+12,2.3,East Asia and Pacific,34164.985,0.0065,0.016150698,0.929
2024,Italy,40,12,13,15,397,208,0,ITA,59342867,-0.0026,38200,2.32803E+12,0.7,Europe and Central Asia,39579.56,0.0074,0.021351737,0.906
2024,Germany,33,12,13,8,457,216,0,GER,84552242,0,54030,4.5911E+12,0.2,Europe and Central Asia,54290.944,0.0106,0.042107723,0.95
2024,New Zealand,20,10,7,3,208,96,0,NZL,5213944,0.0079,49090,2.57626E+11,1,East Asia and Pacific,48530.814,0.0007,0.002362842,0.939
2024,Canada,27,9,7,11,332,167,0,CAN,39742430,0.0113,52960,2.24218E+12,1.2,North America,54866.046,0.005,0.020564392,0.935
2024,Uzbekistan,13,8,2,3,88,62,0,UZB,36361859,0.0199,2190,97956000000,5.2,Europe and Central Asia,2665.812,0.0045,0.000898413,0.727
2024,Hungary,19,6,7,6,177,98,0,HUN,9676135,-0.0011,19010,2.23413E+11,2.2,Europe and Central Asia,23318.553,0.0012,0.002049054,0.851
2024,Spain,18,5,4,9,401,154,0,ESP,47910526,0,32090,1.64711E+12,1.9,Europe and Central Asia,34045.166,0.006,0.015106667,0.911
2024,Sweden,11,4,4,3,125,75,0,SWE,10606999,0.0053,63500,6.23048E+11,0.2,Europe and Central Asia,58528.523,0.0013,0.005714346,0.952
2024,Kenya,11,4,2,5,74,25,0,KEN,56432944,0.0198,2170,1.04001E+11,5,Sub-Saharan Africa,1983.099,0.007,0.000953855,0.601
2024,Norway,8,4,1,3,109,55,0,NOR,5576660,0.0104,95520,5.26951E+11,1.5,Europe and Central Asia,94659.918,0.0007,0.004832983,0.966
2024,Ireland,7,4,0,3,143,69,0,IRL,5255017,0.0112,79730,5.6402E+11,1.5,Europe and Central Asia,106058.582,0.0007,0.005172965,0.95
2024,Brazil,20,3,7,10,290,151,0,BRA,211998573,0.0041,8140,2.33139E+12,2.2,Latin America and Caribbean,11351.871,0.0265,0.021382581,0.76
2024,Iran,12,3,6,3,41,36,0,IRN,91567738,0.0106,3980,4.64181E+11,3.3,Middle East and North Africa,5310.256,0.0114,0.004257282,0.78
2024,Ukraine,12,3,5,4,141,87,0,UKR,37860221,0.0034,4260,1.88943E+11,3.2,Europe and Central Asia,5662.948,0.0047,0.001732909,0.734
2024,Romania,9,3,4,2,96,53,0,ROU,19015088,-0.0054,15570,3.69971E+11,2.8,Europe and Central Asia,19529.841,0.0024,0.003393225,0.827
2024,Georgia,7,3,3,1,28,28,0,GEO,3807670,0,5600,32865000000,5.7,Europe and Central Asia,8825.411,0.0005,0.000301425,0.814
2024,Belgium,10,3,1,6,177,86,0,BEL,11738763,0.0022,53890,6.55192E+11,1.2,Europe and Central Asia,55536.223,0.0015,0.006009158,0.942
2024,Bulgaria,7,3,1,3,46,40,0,BUL,6757689,-0.0056,13350,1.07933E+11,2.7,Europe and Central Asia,16942.519,0.0008,0.000989918,0.799
